symbol,series,date1,prev_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_q_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
KIRLOSBROS, EQ,2022-12-22,307.7,308.55,313.9,296.4,303.05,303.75,303.89,102684,312.05,7844,50325,49.01
KIRLOSENG, EQ,2022-12-22,319.4,316.1,323.7,310.3,311.3,313.7,315.15,350803,1105.56,18811,172585,49.2
KIRLOSIND, EQ,2022-12-22,1824.4,1820.0,1838.05,1792.0,1817.0,1826.35,1811.58,4660,84.42,771,3137,67.32
KITEX, EQ,2022-12-22,183.3,181.0,184.35,176.3,177.95,177.4,178.62,119099,212.74,4003,59439,49.91
KKCL, EQ,2022-12-22,514.95,512.1,518.9,480.0,499.9,503.05,501.46,201877,1012.33,7980,120253,59.57
KMSUGAR, EQ,2022-12-22,29.15,29.7,29.9,28.0,28.35,28.3,28.65,944081,270.48,3235,289233,30.64
KNAGRI, SM,2022-12-22,139.0,140.0,140.0,136.4,139.7,138.35,137.86,16000,22.06,10,11200,70.0
KNRCON, EQ,2022-12-22,259.0,260.0,261.95,246.1,247.0,247.85,251.08,322460,809.63,12116,173850,53.91
KOHINOOR, EQ,2022-12-22,59.5,58.25,59.45,54.35,56.6,57.45,56.24,378851,213.05,4431,131430,34.69
KOKUYOCMLN, EQ,2022-12-22,82.95,83.45,83.75,77.15,79.05,78.55,79.25,526294,417.08,6982,237733,45.17
KOLTEPATIL, EQ,2022-12-22,281.05,283.7,283.7,268.05,269.0,269.8,273.66,85156,233.04,3613,50746,59.59
KOPRAN, EQ,2022-12-22,151.8,153.0,156.7,144.25,147.1,147.55,148.72,120103,178.62,4058,59109,49.22
KORE, SM,2022-12-22,247.0,240.0,240.0,234.65,234.65,234.65,236.1,16000,37.78,14,15000,93.75
KOTAKALPHA, EQ,2022-12-22,29.02,29.09,29.09,28.31,28.58,28.51,28.52,308309,87.94,892,251860,81.69
KOTAKBANK, EQ,2022-12-22,1814.6,1826.0,1835.0,1819.0,1823.0,1826.05,1826.97,1714093,31316.0,79877,1118433,65.25
KOTAKBKETF, EQ,2022-12-22,432.54,433.97,435.03,428.26,430.0,430.02,429.55,343961,1477.48,660,260107,75.62
KOTAKCONS, EQ,2022-12-22,76.85,76.92,76.92,75.94,76.21,76.19,76.25,89,0.07,17,59,66.29
KOTAKGOLD, EQ,2022-12-22,47.06,47.33,47.65,47.0,47.21,47.19,47.21,563567,266.06,1863,507000,89.96
KOTAKIT, EQ,2022-12-22,29.66,29.99,29.99,29.61,29.76,29.72,29.75,256493,76.32,315,41002,15.99
KOTAKLOVOL, EQ,2022-12-22,13.64,13.64,13.95,13.36,13.36,13.5,13.69,24881,3.41,120,10058,40.42
KOTAKMID50, EQ,2022-12-22,87.9,88.27,88.27,87.01,87.2,87.24,87.58,2542,2.23,67,650,25.57
KOTAKMNC, EQ,2022-12-22,20.11,20.18,20.18,19.9,19.9,19.96,20.0,38512,7.7,61,38471,99.89
KOTAKNIFTY, EQ,2022-12-22,194.14,195.47,195.99,192.25,192.89,192.9,192.61,474402,913.76,651,403906,85.14
KOTAKNV20, EQ,2022-12-22,101.14,102.47,102.47,100.94,101.4,101.34,101.24,9033,9.14,173,6320,69.97
KOTAKPSUBK, EQ,2022-12-22,415.42,421.19,421.8,407.47,409.32,410.2,413.95,73718,305.16,1297,23304,31.61
KOTAKSILVE, EQ,2022-12-22,68.38,68.39,68.39,67.6,67.6,67.64,67.93,3680,2.5,32,2726,74.08
KOTARISUG, EQ,2022-12-22,46.1,46.55,47.45,43.0,43.7,43.75,44.28,903112,399.94,5988,296198,32.8
KOTHARIPET, EQ,2022-12-22,69.3,70.05,70.6,65.7,66.0,66.6,67.03,83733,56.13,1245,39933,47.69
KOTHARIPRO, EQ,2022-12-22,123.9,124.0,131.85,121.65,131.0,130.25,125.69,19795,24.88,303,16756,84.65
KOTYARK, SM,2022-12-22,400.65,403.0,407.05,390.0,407.05,402.05,397.25,10800,42.9,37,9000,83.33
KOVAI, EQ,2022-12-22,1676.1,1678.65,1736.1,1636.1,1650.0,1665.0,1689.89,6149,103.91,1047,3395,55.21
KPIGREEN, EQ,2022-12-22,879.75,895.0,901.95,835.3,849.95,842.45,851.7,122094,1039.87,11574,60780,49.78
KPITTECH, EQ,2022-12-22,704.35,710.5,729.55,694.05,712.0,711.05,709.71,2301597,16334.7,57526,870206,37.81
KPRMILL, EQ,2022-12-22,515.25,516.0,517.95,507.55,515.3,515.2,510.84,228512,1167.34,10068,126503,55.36
KRBL, EQ,2022-12-22,411.5,415.0,417.7,383.0,385.8,384.95,392.24,846549,3320.54,20027,282483,33.37
KREBSBIO, EQ,2022-12-22,113.3,114.0,114.8,108.7,110.0,110.9,111.78,13560,15.16,443,6749,49.77
KRIDHANINF, EQ,2022-12-22,3.8,3.85,3.9,3.45,3.55,3.6,3.64,93449,3.4,263,63074,67.5
KRISHANA, EQ,2022-12-22,447.3,454.0,457.9,425.05,438.0,441.2,441.17,108745,479.75,6080,44532,40.95
KRISHNADEF, SM,2022-12-22,135.75,135.0,140.0,127.0,140.0,139.95,132.46,108000,143.05,34,69000,63.89
KRITI, EQ,2022-12-22,77.25,78.8,78.8,73.95,74.95,74.7,75.7,38604,29.22,1226,26406,68.4
KRITIKA, EQ,2022-12-22,14.0,13.6,14.4,13.1,13.6,13.45,13.52,151606,20.5,955,117642,77.6
KRITINUT, EQ,2022-12-22,50.65,50.5,51.45,48.9,49.8,49.6,49.65,39718,19.72,888,22912,57.69
KRSNAA, EQ,2022-12-22,485.8,496.0,500.0,473.9,482.0,477.15,488.61,183282,895.53,11179,77592,42.33
KSB, EQ,2022-12-22,1882.85,1863.0,1892.95,1790.0,1801.9,1814.15,1818.34,39729,722.41,10467,19381,48.78
KSCL, EQ,2022-12-22,548.75,545.0,550.75,538.6,550.1,548.55,546.96,284170,1554.29,7492,216115,76.05
KSHITIJPOL, EQ,2022-12-22,28.2,26.85,28.7,26.8,26.8,26.8,27.24,309508,84.32,1741,183350,59.24
KSL, EQ,2022-12-22,374.1,386.0,392.0,346.0,348.25,349.45,366.03,265280,971.0,15325,78859,29.73
KSOLVES, EQ,2022-12-22,421.65,416.25,424.95,407.5,411.95,412.5,412.93,31877,131.63,1424,22092,69.3
KTKBANK, EQ,2022-12-22,153.15,154.55,156.95,140.6,143.0,142.45,145.82,5411241,7890.88,28288,3074947,56.83
KUANTUM, EQ,2022-12-22,142.75,146.0,146.0,130.1,138.3,137.15,136.8,165803,226.81,2541,73901,44.57
L&TFH, EQ,2022-12-22,88.7,89.0,90.0,86.55,87.25,87.35,87.78,8103801,7113.45,27904,2525686,31.17
L&TFINANCE, NE,2022-12-22,1040.0,1045.5,1045.5,1040.55,1040.55,1040.55,1043.85,3,0.03,2,3,100.0
L&TFINANCE, NI,2022-12-22,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,19,0.21,1,19,100.0
L&TFINANCE, NU,2022-12-22,1125.0,1113.1,1115.0,1113.1,1115.0,1115.0,1114.05,2,0.02,2,1,50.0
L&TFINANCE, Y5,2022-12-22,1015.03,1017.85,1019.5,1017.85,1019.5,1019.5,1019.04,543,5.53,11,543,100.0
L&TFINANCE, Y9,2022-12-22,1035.0,1035.0,1035.0,1032.01,1032.01,1032.01,1033.66,369,3.81,9,369,100.0
LAGNAM, EQ,2022-12-22,62.2,62.2,63.7,58.6,61.85,59.9,60.82,51548,31.35,699,32550,63.15
LAKPRE, BZ,2022-12-22,6.0,5.75,6.15,5.75,6.15,6.15,5.95,1726,0.1,12,None,None
LALPATHLAB, EQ,2022-12-22,2430.3,2448.0,2459.35,2325.55,2362.1,2373.45,2391.48,602251,14402.7,42935,94391,15.67
LAMBODHARA, EQ,2022-12-22,99.85,97.5,101.7,94.85,95.55,95.7,96.23,17485,16.83,429,10895,62.31
LANCER, EQ,2022-12-22,211.25,212.2,223.5,185.35,202.8,202.75,198.61,299269,594.38,13069,115834,38.71
LAOPALA, EQ,2022-12-22,394.15,395.05,398.6,370.35,378.9,378.95,378.73,322945,1223.09,16428,135900,42.08
LASA, EQ,2022-12-22,33.3,34.4,35.7,33.2,33.25,33.5,34.1,131053,44.69,1761,56536,43.14
LATENTVIEW, EQ,2022-12-22,340.45,342.0,344.0,330.0,333.0,332.0,333.35,271270,904.28,12618,113496,41.84
LAURUSLABS, EQ,2022-12-22,394.2,398.8,398.8,384.35,391.0,391.35,391.36,1833828,7176.91,27497,614521,33.51
LAXMICOT, EQ,2022-12-22,23.2,23.45,23.7,22.05,22.7,22.7,22.85,35136,8.03,282,24376,69.38
LAXMIMACH, EQ,2022-12-22,12733.7,12805.0,12895.2,12224.3,12290.0,12291.0,12398.2,5439,674.34,2538,1711,31.46
LCCINFOTEC, EQ,2022-12-22,2.45,2.45,2.5,2.35,2.35,2.35,2.36,100427,2.37,170,64751,64.48
LEMERITE, SM,2022-12-22,63.5,62.0,63.9,61.0,61.6,61.6,62.09,35200,21.85,22,22400,63.64
LEMONTREE, EQ,2022-12-22,80.35,81.0,83.8,74.75,77.35,77.1,77.62,6755706,5243.99,32108,1955618,28.95
LEXUS, SM,2022-12-22,74.15,75.0,75.0,70.45,70.45,70.45,72.65,3000,2.18,3,3000,100.0
LFIC, EQ,2022-12-22,117.35,122.85,122.85,114.25,116.0,114.85,117.46,4833,5.68,173,2464,50.98
LGBBROSLTD, EQ,2022-12-22,678.45,680.0,698.3,676.0,687.35,686.25,683.86,59386,406.12,3881,35654,60.04
LGBFORGE, EQ,2022-12-22,10.95,10.9,11.45,10.45,10.7,10.6,11.0,1342272,147.72,1233,480435,35.79
LIBAS, EQ,2022-12-22,18.95,19.25,19.25,17.6,18.15,18.0,18.26,130467,23.83,1039,105050,80.52
LIBERTSHOE, EQ,2022-12-22,281.75,284.75,290.0,267.7,267.7,268.3,272.3,79249,215.79,3225,47225,59.59
LICHSGFIN, EQ,2022-12-22,411.25,412.5,418.6,405.15,410.5,411.0,410.81,2281147,9371.27,48766,864465,37.9
LICI, EQ,2022-12-22,701.65,705.2,713.65,680.0,682.6,681.6,691.06,4221417,29172.5,81630,1520759,36.02
LICNETFGSC, EQ,2022-12-22,22.69,22.94,22.94,22.47,22.65,22.6,22.63,10888,2.46,131,6189,56.84
LICNETFN50, EQ,2022-12-22,196.41,196.3,196.36,194.22,195.5,195.24,195.02,756,1.47,56,693,91.67
LICNETFSEN, EQ,2022-12-22,665.66,663.3,663.74,658.0,659.0,659.02,659.48,1199,7.91,34,1130,94.25
LICNFNHGP, EQ,2022-12-22,195.75,195.8,195.81,194.5,194.5,194.5,195.02,357,0.7,29,346,96.92
LIKHITHA, EQ,2022-12-22,216.65,220.9,223.9,205.05,211.0,212.5,211.86,340044,720.42,11845,149375,43.93
LINC, EQ,2022-12-22,404.6,404.65,410.65,365.0,393.95,390.5,380.31,76560,291.16,3151,38038,49.68
LINCOLN, EQ,2022-12-22,358.25,358.35,363.55,339.0,341.4,341.45,351.73,97952,344.53,5978,56055,57.23
LINDEINDIA, EQ,2022-12-22,3343.05,3389.75,3523.75,3275.55,3490.0,3497.2,3449.22,174585,6021.83,23372,30930,17.72
LIQUIDBEES, EQ,2022-12-22,1000.0,1001.0,1001.0,999.99,1000.0,1000.0,1000.0,1365746,13657.5,6615,1080688,79.13
LIQUIDETF, EQ,2022-12-22,1000.0,1000.0,1000.01,999.99,1000.0,999.99,1000.0,100332,1003.32,167,74487,74.24
LLOYDS, SM,2022-12-22,43.95,43.95,43.95,42.0,42.0,42.0,42.99,18000,7.74,6,18000,100.0
LODHA, EQ,2022-12-22,1036.85,1039.0,1046.95,1020.6,1026.85,1026.95,1027.83,267746,2751.96,19826,145928,54.5
LOKESHMACH, EQ,2022-12-22,101.35,104.65,104.65,97.2,98.0,97.65,98.86,68727,67.94,810,48582,70.69
LOTUSEYE, BE,2022-12-22,79.45,78.85,83.4,75.5,83.4,83.3,80.0,34272,27.42,255,None,None
LOVABLE, EQ,2022-12-22,135.15,135.15,135.15,128.0,129.0,129.2,130.92,35541,46.53,1299,20886,58.77
LOYALTEX, EQ,2022-12-22,758.65,761.05,761.05,699.6,699.6,715.05,733.94,1551,11.38,188,1402,90.39
LPDC, EQ,2022-12-22,7.25,7.4,7.5,6.6,6.8,6.75,6.9,128637,8.88,498,65159,50.65
LSIL, EQ,2022-12-22,15.15,15.15,15.85,14.0,14.7,14.7,14.66,10488414,1538.06,12715,3939058,37.56
LT, EQ,2022-12-22,2146.3,2144.0,2148.35,2096.9,2107.95,2109.95,2115.6,1993744,42179.7,123082,1289884,64.7
LTGILTBEES, EQ,2022-12-22,23.11,23.12,23.12,23.04,23.09,23.07,23.09,129338,29.87,99,125729,97.21
LTIM, EQ,2022-12-22,4424.25,4444.0,4474.0,4350.0,4376.0,4378.5,4394.23,334180,14684.6,38192,137965,41.28
LTTS, EQ,2022-12-22,3957.1,4004.8,4009.6,3915.0,3939.0,3951.45,3955.94,240965,9532.44,23620,88052,36.54
LUMAXIND, EQ,2022-12-22,1795.75,1789.0,1829.7,1716.0,1723.0,1734.35,1753.63,10160,178.17,3730,4553,44.81
LUMAXTECH, EQ,2022-12-22,240.85,244.0,244.0,227.25,231.7,230.2,232.08,97467,226.2,4970,51046,52.37
LUPIN, EQ,2022-12-22,751.35,755.0,771.0,748.85,770.0,766.3,760.71,2196207,16706.8,50733,603384,27.47
LUXIND, EQ,2022-12-22,1648.5,1650.3,1660.9,1591.05,1592.5,1595.4,1609.27,53035,853.47,8205,29756,56.11
LXCHEM, EQ,2022-12-22,300.2,301.2,304.1,291.0,295.0,292.25,293.93,601896,1769.17,17961,243299,40.42
LYKALABS, EQ,2022-12-22,133.95,137.5,140.0,132.0,132.5,134.5,137.54,352426,484.74,5812,135920,38.57
LYPSAGEMS, EQ,2022-12-22,6.05,6.25,6.25,5.75,5.85,5.8,5.9,45540,2.69,210,38722,85.03
M&M, EQ,2022-12-22,1265.7,1265.7,1277.65,1229.3,1234.4,1233.95,1244.51,1557590,19384.4,60880,715399,45.93
M&MFIN, EQ,2022-12-22,226.75,226.75,232.35,223.5,227.8,227.85,227.98,2727522,6218.15,27937,704601,25.83
M&MFIN, N2,2022-12-22,1084.99,1086.95,1086.98,1075.0,1079.0,1077.5,1082.77,263,2.85,8,163,61.98
MAANALU, EQ,2022-12-22,171.75,174.95,174.95,160.0,162.8,162.2,163.56,48315,79.02,2902,25206,52.17
MACPOWER, EQ,2022-12-22,334.1,331.0,338.45,316.05,332.0,328.1,326.15,34590,112.82,3025,14235,41.15
MADHAV, EQ,2022-12-22,42.35,43.0,43.15,40.15,41.2,40.8,41.77,15837,6.62,317,9005,56.86
MADHAVBAUG, SM,2022-12-22,177.8,171.0,174.0,168.95,174.0,174.0,170.92,15200,25.98,18,13600,89.47
MADHUCON, EQ,2022-12-22,5.9,6.05,6.05,5.65,5.65,5.65,5.7,38622,2.2,181,32172,83.3
MADRASFERT, EQ,2022-12-22,83.75,82.7,82.7,75.4,75.4,75.4,76.58,5572895,4267.86,18005,1780378,31.95
MAESGETF, EQ,2022-12-22,30.35,30.46,30.52,30.16,30.21,30.34,30.35,104660,31.76,63,101187,96.68
MAFANG, EQ,2022-12-22,37.77,38.2,38.48,37.95,37.99,38.08,38.22,516869,197.55,2032,319679,61.85
MAFSETF, EQ,2022-12-22,19.04,19.43,19.43,18.93,19.0,18.97,19.0,113772,21.62,555,57756,50.76
MAGADSUGAR, EQ,2022-12-22,315.5,319.95,321.0,303.5,307.85,307.25,310.02,32886,101.95,1767,13467,40.95
MAGNUM, EQ,2022-12-22,19.65,19.45,19.9,18.25,18.8,18.65,18.64,200053,37.3,721,112339,56.15
MAHABANK, EQ,2022-12-22,29.95,31.4,31.85,28.5,29.1,28.85,29.48,91782979,27059.4,75791,13255764,14.44
MAHAPEXLTD, EQ,2022-12-22,110.8,116.0,116.0,106.0,109.05,108.9,108.85,13664,14.87,112,12000,87.82
MAHASTEEL, EQ,2022-12-22,66.65,67.45,67.6,64.2,66.35,66.1,65.74,23256,15.29,739,13373,57.5
MAHEPC, EQ,2022-12-22,106.45,106.5,107.45,101.0,101.0,101.15,102.39,64377,65.92,1999,32983,51.23
MAHESHWARI, EQ,2022-12-22,72.25,72.05,72.95,70.0,70.15,70.15,70.97,28866,20.49,387,18968,65.71
MAHICKRA, SM,2022-12-22,85.2,80.25,82.5,80.25,82.5,81.35,81.35,7500,6.1,5,7500,100.0
MAHINDCIE, EQ,2022-12-22,327.15,330.4,334.65,316.15,319.05,319.9,323.41,866380,2801.98,29076,317543,36.65
MAHKTECH, EQ,2022-12-22,14.1,14.45,14.74,14.3,14.69,14.63,14.58,676631,98.64,851,461024,68.14
MAHLIFE, EQ,2022-12-22,369.8,370.0,370.0,356.5,368.0,368.05,363.86,131282,477.69,8838,74760,56.95
MAHLOG, EQ,2022-12-22,470.25,463.2,477.0,457.0,475.0,474.6,468.41,83844,392.73,5443,40635,48.47
MAHSCOOTER, EQ,2022-12-22,4676.8,4677.05,4740.0,4551.0,4578.0,4574.05,4618.99,4484,207.12,1371,2696,60.12
MAHSEAMLES, EQ,2022-12-22,318.15,320.8,325.65,303.15,306.0,304.4,308.52,509908,1573.15,25602,323755,63.49
MAITHANALL, EQ,2022-12-22,967.9,970.1,972.7,931.95,947.25,949.6,944.77,29229,276.15,3414,12781,43.73
MAKS, SM,2022-12-22,30.65,29.15,29.15,29.15,29.15,29.15,29.15,18000,5.25,3,12000,66.67
MALLCOM, EQ,2022-12-22,633.2,645.85,645.85,606.95,616.45,619.85,617.74,2827,17.46,466,1862,65.86
MALUPAPER, EQ,2022-12-22,38.2,38.7,41.9,35.65,37.55,37.75,38.03,461226,175.4,4162,146786,31.83
MAM150ETF, EQ,2022-12-22,11.96,12.34,12.34,11.76,11.85,11.84,11.84,406131,48.11,527,334384,82.33
MAMFGETF, EQ,2022-12-22,83.99,84.33,84.33,82.9,83.31,83.3,83.45,4129,3.45,82,1215,29.43
MAN50ETF, EQ,2022-12-22,190.49,191.2,191.2,188.49,188.95,189.49,189.64,55869,105.95,146,49974,89.45
MANAKALUCO, EQ,2022-12-22,21.15,20.8,21.3,19.35,19.75,19.65,20.26,80292,16.26,848,47497,59.16
MANAKCOAT, EQ,2022-12-22,18.05,18.1,18.4,17.55,18.0,17.85,17.83,34852,6.21,323,19645,56.37
MANAKSIA, EQ,2022-12-22,73.25,73.5,74.3,70.5,71.8,71.4,71.94,44938,32.33,834,29867,66.46
MANAKSTEEL, EQ,2022-12-22,35.2,35.85,35.85,32.8,33.4,33.5,34.01,107849,36.68,1410,44042,40.84
MANALIPETC, EQ,2022-12-22,81.3,81.5,82.2,78.1,79.4,79.35,79.41,423157,336.01,6151,207182,48.96
MANAPPURAM, EQ,2022-12-22,117.7,117.75,118.7,113.65,113.7,114.1,115.2,6990839,8053.11,29895,2421160,34.63
MANGALAM, EQ,2022-12-22,138.35,140.95,141.45,135.5,136.85,137.1,137.85,25323,34.91,625,12680,50.07
MANGCHEFER, EQ,2022-12-22,86.0,87.3,88.45,83.0,85.1,85.7,86.1,832974,717.2,5400,336812,40.43
MANGLMCEM, EQ,2022-12-22,306.35,301.55,307.0,292.15,297.0,296.0,299.3,53569,160.33,2351,38278,71.46
MANINDS, EQ,2022-12-22,79.3,79.3,79.9,75.7,76.65,76.8,77.28,113339,87.59,1562,63624,56.14
MANINFRA, EQ,2022-12-22,77.05,77.65,78.45,73.5,74.3,74.7,75.0,697646,523.23,5949,336752,48.27
MANORAMA, EQ,2022-12-22,1009.55,1020.0,1039.0,990.0,1038.0,1024.15,1003.18,2135,21.42,538,1014,47.49
MANORG, EQ,2022-12-22,501.35,503.9,507.1,482.0,488.0,487.6,492.59,9732,47.94,919,6878,70.67
MANUGRAPH, EQ,2022-12-22,15.4,15.75,15.75,14.65,14.65,15.05,15.09,15420,2.33,111,13620,88.33
MANXT50, EQ,2022-12-22,430.51,431.91,432.27,424.08,426.05,426.83,426.59,606,2.59,74,302,49.83
MANYAVAR, EQ,2022-12-22,1313.95,1315.0,1327.7,1281.0,1286.0,1296.8,1316.01,119776,1576.26,15958,90781,75.79
MAPMYINDIA, EQ,2022-12-22,1115.35,1120.0,1128.95,1080.0,1090.0,1089.1,1094.08,64260,703.05,8453,31186,48.53
MARALOVER, EQ,2022-12-22,63.2,64.5,64.5,58.5,63.0,60.95,61.13,35774,21.87,635,22048,61.63
MARATHON, EQ,2022-12-22,251.85,252.0,253.8,232.6,236.1,236.65,238.64,59670,142.4,3016,32652,54.72
MARICO, EQ,2022-12-22,521.7,524.35,527.5,520.3,521.0,522.35,523.09,685397,3585.23,20394,326341,47.61
MARINE, EQ,2022-12-22,32.3,32.5,32.6,30.55,30.9,31.05,31.21,321259,100.27,1845,196552,61.18
MARKSANS, EQ,2022-12-22,61.2,61.65,63.25,59.0,59.7,60.0,61.89,4730119,2927.47,16867,1581864,33.44
MARSHALL, EQ,2022-12-22,26.85,26.9,27.2,26.0,26.95,26.8,26.52,42483,11.26,322,17621,41.48
MARUTI, EQ,2022-12-22,8350.4,8356.65,8384.0,8288.0,8330.0,8334.35,8330.14,580858,48386.3,93760,318081,54.76
MASFIN, EQ,2022-12-22,812.0,815.5,824.95,782.0,794.35,790.05,791.87,31854,252.24,5626,9736,30.56
MASKINVEST, BE,2022-12-22,103.8,98.65,98.65,98.65,98.65,98.65,98.65,189,0.19,17,None,None
MASPTOP50, EQ,2022-12-22,25.77,26.16,26.16,25.75,25.78,25.81,25.86,80522,20.83,420,60865,75.59
MASTEK, EQ,2022-12-22,1722.25,1729.95,1749.9,1650.0,1720.0,1710.1,1699.28,44256,752.03,6812,21430,48.42
MATRIMONY, EQ,2022-12-22,572.5,567.0,576.35,564.2,576.35,572.4,569.57,22930,130.6,2038,13784,60.11
MAWANASUG, EQ,2022-12-22,94.55,96.45,96.9,88.75,91.65,91.65,91.92,735600,676.19,7898,227450,30.92
MAXHEALTH, EQ,2022-12-22,439.55,442.5,450.9,437.05,446.2,447.2,445.64,2223868,9910.41,60270,1062180,47.76
MAXIND, EQ,2022-12-22,103.05,104.4,106.9,101.0,102.4,102.5,103.17,264348,272.72,3863,132375,50.08
MAXVIL, EQ,2022-12-22,160.6,161.5,162.1,153.0,155.2,154.2,155.9,60821,94.82,1247,39451,64.86
MAYURUNIQ, EQ,2022-12-22,412.95,410.0,415.0,404.0,409.95,407.85,409.04,44130,180.51,2313,32016,72.55
MAZDA, EQ,2022-12-22,660.25,665.95,665.95,647.05,651.0,650.45,651.69,4960,32.32,486,3873,78.08
MAZDOCK, EQ,2022-12-22,843.4,844.0,851.1,785.0,787.0,791.5,808.71,3357025,27148.7,77804,495657,14.76
MBAPL, BE,2022-12-22,538.7,520.1,538.7,520.1,530.0,530.25,527.88,28109,148.38,704,None,None
MBECL, BE,2022-12-22,3.7,3.55,3.65,3.55,3.55,3.55,3.56,84884,3.02,117,None,None
MBLINFRA, EQ,2022-12-22,20.8,21.85,21.85,20.2,20.2,20.25,20.52,79232,16.26,412,57634,72.74
MCDOWELL-N, EQ,2022-12-22,903.0,903.0,909.0,890.35,895.35,898.05,897.55,519054,4658.78,30729,185239,35.69
MCL, EQ,2022-12-22,30.55,30.0,30.9,29.05,29.05,29.05,29.35,35573,10.44,296,25320,71.18
MCLEODRUSS, EQ,2022-12-22,30.6,31.0,31.3,29.15,30.05,29.6,29.73,853457,253.73,1875,582297,68.23
MCX, EQ,2022-12-22,1594.05,1594.95,1601.9,1570.5,1577.0,1577.7,1585.11,202652,3212.25,16372,80132,39.54
MDL, SM,2022-12-22,36.25,38.0,38.0,38.0,38.0,38.0,38.0,2000,0.76,1,2000,100.0
MEDANTA, EQ,2022-12-22,447.25,449.5,461.0,444.5,447.35,446.9,451.15,769881,3473.32,18019,347851,45.18
MEDICAMEQ, EQ,2022-12-22,824.65,827.1,848.15,806.85,815.0,812.45,823.51,10754,88.56,1197,6405,59.56
MEDICO, BE,2022-12-22,326.3,329.85,329.85,320.05,323.0,322.75,323.44,68615,221.93,260,None,None
MEDPLUS, EQ,2022-12-22,652.95,650.4,675.0,625.0,670.5,665.3,651.85,108675,708.39,10874,36711,33.78
MEGAFLEX, SM,2022-12-22,42.5,40.0,40.4,40.0,40.4,40.4,40.2,6000,2.41,2,3000,50.0
MEGASOFT, EQ,2022-12-22,33.8,33.5,34.0,32.0,32.75,32.85,32.71,84415,27.61,731,37111,43.96
MEGASTAR, EQ,2022-12-22,241.9,245.0,245.0,229.85,229.85,229.85,231.32,11913,27.56,377,8227,69.06
MELSTAR, BZ,2022-12-22,2.65,2.75,2.75,2.75,2.75,2.75,2.75,314,0.01,4,None,None
MENONBE, EQ,2022-12-22,91.4,92.0,92.45,86.45,88.0,88.45,88.47,78480,69.43,1856,42056,53.59
MEP, EQ,2022-12-22,18.8,19.0,19.25,17.9,18.0,17.95,18.04,1059335,191.13,1033,618627,58.4
MERCATOR, BE,2022-12-22,1.2,1.2,1.2,1.15,1.15,1.15,1.15,445267,5.13,310,None,None
METALFORGE, BZ,2022-12-22,3.9,3.9,4.05,3.85,3.85,3.9,3.91,4878,0.19,17,None,None
METROBRAND, EQ,2022-12-22,838.25,839.05,840.45,814.15,825.25,833.4,826.99,110026,909.9,10047,60703,55.17
METROPOLIS, EQ,2022-12-22,1370.85,1398.0,1398.0,1310.4,1328.6,1331.8,1345.03,966465,12999.3,37472,134649,13.93
MFL, EQ,2022-12-22,1210.85,1215.0,1228.7,1197.15,1220.6,1220.6,1213.68,67365,817.6,4515,38248,56.78
MFSL, EQ,2022-12-22,688.75,691.0,700.15,683.0,687.8,689.3,693.49,763461,5294.56,26525,281918,36.93
MGEL, EQ,2022-12-22,34.9,36.0,36.0,32.5,33.25,33.25,34.11,372664,127.1,948,204956,55.0
MGL, EQ,2022-12-22,887.5,887.0,891.8,856.4,865.55,865.75,867.58,608905,5282.77,19942,160761,26.4
MHHL, SM,2022-12-22,49.0,48.95,50.5,48.95,49.25,49.25,49.5,18000,8.91,6,15000,83.33
MHLXMIRU, EQ,2022-12-22,239.65,239.95,248.4,224.95,228.0,228.75,234.44,76002,178.18,2856,45467,59.82
MHRIL, EQ,2022-12-22,267.15,267.0,269.45,252.9,263.0,259.25,258.57,395571,1022.83,14694,174631,44.15
MID150BEES, EQ,2022-12-22,121.71,124.45,124.45,119.59,121.05,120.69,120.53,246732,297.39,2784,150873,61.15
MIDHANI, EQ,2022-12-22,215.75,216.45,219.0,203.0,204.3,204.5,207.09,799681,1656.06,14445,401096,50.16
MILTON, SM,2022-12-22,23.4,22.25,22.25,22.25,22.25,22.25,22.25,4400,0.98,1,4400,100.0
MINDACORP, EQ,2022-12-22,219.05,219.1,221.8,211.65,216.0,215.55,215.49,456048,982.73,13958,211665,46.41
MINDSPACE, RR,2022-12-22,340.23,340.0,341.44,337.36,340.0,339.87,339.64,64631,219.51,5639,50743,78.51
MINDTECK, EQ,2022-12-22,135.1,135.6,137.65,123.7,127.5,127.95,128.35,44593,57.24,1391,21913,49.14
MIRCELECTR, EQ,2022-12-22,19.3,19.4,19.65,16.6,17.95,17.8,17.98,1502690,270.22,3702,980459,65.25
MIRZAINT, EQ,2022-12-22,245.05,248.0,250.6,231.1,238.6,238.3,236.8,496386,1175.42,16099,210441,42.39
MITCON, EQ,2022-12-22,59.35,62.3,62.3,56.5,59.75,57.7,58.28,10086,5.88,123,7874,78.07
MITTAL, EQ,2022-12-22,12.1,12.1,12.4,11.25,11.3,11.4,11.76,686038,80.69,207,673528,98.18
MKPL, SM,2022-12-22,2234.65,2123.25,2123.25,2123.25,2123.25,2123.25,2123.25,500,10.62,1,500,100.0
MMFL, EQ,2022-12-22,831.15,841.25,841.25,807.15,820.0,817.95,820.01,18408,150.95,2227,12433,67.54
